Rank(w), Word, Freq(w), r*P(w), log(r), log(Freq(w)) 
7184,succor,2,0.08359806830744167,3.856366323659248,0.3010299956639812,
7185,holes,2,0.08360970500960029,3.8564267724702446,0.3010299956639812,
7186,segment,2,0.08362134171175889,3.8564872128686307,0.3010299956639812,
7187,impenitent,2,0.0836329784139175,3.856547644856748,0.3010299956639812,
7188,trepidation,2,0.0836446151160761,3.856608068436936,0.3010299956639812,
7189,gallery,2,0.08365625181823472,3.8566684836115352,0.3010299956639812,
7190,recumbent,2,0.08366788852039332,3.8567288903828825,0.3010299956639812,
7191,bark,2,0.08367952522255193,3.8567892887533164,0.3010299956639812,
7192,faced,2,0.08369116192471053,3.8568496787251725,0.3010299956639812,
7193,sterning,2,0.08370279862686915,3.856910060300786,0.3010299956639812,
7194,successful,2,0.08371443532902775,3.856970433482492,0.3010299956639812,
7195,ports,2,0.08372607203118636,3.857030798272624,0.3010299956639812,
7196,prefers,2,0.08373770873334498,3.8570911546735136,0.3010299956639812,
7197,Java,2,0.08374934543550358,3.857151502687493,0.3010299956639812,
7198,rake,2,0.08376098213766218,3.8572118423168926,0.3010299956639812,
7199,savory,2,0.08377261883982079,3.8572721735640414,0.3010299956639812,
7200,climbing,2,0.08378425554197941,3.8573324964312685,0.3010299956639812,
7201,studied,2,0.08379589224413801,3.8573928109209015,0.3010299956639812,
7202,encircling,2,0.08380752894629662,3.8574531170352664,0.3010299956639812,
7203,styled,2,0.08381916564845522,3.85751341477669,0.3010299956639812,
7204,drifting,2,0.08383080235061384,3.857573704147496,0.3010299956639812,
7205,ensue,2,0.08384243905277244,3.857633985150008,0.3010299956639812,
7206,envelopes,2,0.08385407575493105,3.85769425778655,0.3010299956639812,
7207,complement,2,0.08386571245708967,3.8577545220594422,0.3010299956639812,
7208,mizen,2,0.08387734915924827,3.8578147779710066,0.3010299956639812,
7209,sticks,2,0.08388898586140688,3.8578750255235623,0.3010299956639812,
7210,gurgling,2,0.08390062256356548,3.857935264719429,0.3010299956639812,
7211,Human,2,0.0839122592657241,3.857995495560924,0.3010299956639812,
7212,DID,2,0.0839238959678827,3.8580557180503643,0.3010299956639812,
7213,clutching,2,0.08393553267004131,3.858115932190066,0.3010299956639812,
7214,Esquimaux,2,0.08394716937219991,3.8581761379823445,0.3010299956639812,
7215,rebellion,2,0.08395880607435853,3.858236335429513,0.3010299956639812,
7216,shocking,2,0.08397044277651713,3.8582965245338854,0.3010299956639812,
7217,rainbowed,2,0.08398207947867574,3.858356705297773,0.3010299956639812,
7218,splash,2,0.08399371618083436,3.858416877723488,0.3010299956639812,
7219,Tranquo,2,0.08400535288299296,3.8584770418133405,0.3010299956639812,
7220,awake,2,0.08401698958515157,3.858537197569639,0.3010299956639812,
7221,shrieked,2,0.08402862628731017,3.8585973449946924,0.3010299956639812,
7222,momentary,2,0.08404026298946879,3.858657484090808,0.3010299956639812,
7223,vivaciously,2,0.0840518996916274,3.8587176148602915,0.3010299956639812,
7224,fitly,2,0.084063536393786,3.8587777373054495,0.3010299956639812,
7225,tents,2,0.0840751730959446,3.8588378514285853,0.3010299956639812,
7226,belike,2,0.08408680979810322,3.8588979572320032,0.3010299956639812,
7227,Stiggs,2,0.08409844650026183,3.858958054718006,0.3010299956639812,
7228,seethe,2,0.08411008320242043,3.8590181438888944,0.3010299956639812,
7229,indication,2,0.08412171990457905,3.8590782247469693,0.3010299956639812,
7230,Baltic,2,0.08413335660673765,3.859138297294531,0.3010299956639812,
7231,veriest,2,0.08414499330889626,3.8591983615338776,0.3010299956639812,
7232,saluted,2,0.08415663001105486,3.859258417467307,0.3010299956639812,
7233,charmed,2,0.08416826671321348,3.859318465097116,0.3010299956639812,
7234,archangelic,2,0.08417990341537208,3.859378504425601,0.3010299956639812,
7235,revive,2,0.08419154011753069,3.859438535455056,0.3010299956639812,
7236,wharves,2,0.0842031768196893,3.8594985581877763,0.3010299956639812,
7237,LEAP,2,0.08421481352184791,3.8595585726260535,0.3010299956639812,
7238,convex,2,0.08422645022400652,3.8596185787721806,0.3010299956639812,
7239,engraving,2,0.08423808692616512,3.8596785766284483,0.3010299956639812,
7240,Polynesian,2,0.08424972362832374,3.859738566197147,0.3010299956639812,
7241,hostile,2,0.08426136033048234,3.859798547480566,0.3010299956639812,
7242,abundantly,2,0.08427299703264095,3.859858520480993,0.3010299956639812,
7243,sleeper,2,0.08428463373479955,3.8599184852007156,0.3010299956639812,
7244,sultanism,2,0.08429627043695817,3.8599784416420206,0.3010299956639812,
7245,confidently,2,0.08430790713911678,3.8600383898071935,0.3010299956639812,
7246,perplexity,2,0.08431954384127538,3.860098329698518,0.3010299956639812,
7247,congregated,2,0.08433118054343398,3.8601582613182783,0.3010299956639812,
7248,insomuch,2,0.0843428172455926,3.8602181846687564,0.3010299956639812,
7249,infernally,2,0.0843544539477512,3.860278099752235,0.3010299956639812,
7250,peaked,2,0.08436609064990981,3.8603380065709936,0.3010299956639812,
7251,cheating,2,0.08437772735206843,3.860397905127313,0.3010299956639812,
7252,narrowly,2,0.08438936405422703,3.860457795423471,0.3010299956639812,
7253,Jonas,2,0.08440100075638564,3.8605176774617465,0.3010299956639812,
7254,Scotch,2,0.08441263745854424,3.8605775512444156,0.3010299956639812,
7255,cocks,2,0.08442427416070286,3.8606374167737547,0.3010299956639812,
7256,corroded,2,0.08443591086286147,3.860697274052039,0.3010299956639812,
7257,adult,2,0.08444754756502007,3.8607571230815423,0.3010299956639812,
7258,liquid,2,0.08445918426717867,3.8608169638645378,0.3010299956639812,
7259,stumped,2,0.08447082096933729,3.8608767964032977,0.3010299956639812,
7260,feeble,2,0.0844824576714959,3.8609366207000937,0.3010299956639812,
7261,spreading,2,0.0844940943736545,3.860996436757196,0.3010299956639812,
7262,differs,2,0.08450573107581312,3.8610562445768735,0.3010299956639812,
7263,objections,2,0.08451736777797172,3.8611160441613954,0.3010299956639812,
7264,ceremony,2,0.08452900448013033,3.861175835513029,0.3010299956639812,
7265,sympathies,2,0.08454064118228893,3.86123561863404,0.3010299956639812,
7266,inform,2,0.08455227788444755,3.861295393526696,0.3010299956639812,
7267,plunge,2,0.08456391458660616,3.86135516019326,0.3010299956639812,
7268,anyways,2,0.08457555128876476,3.8614149186359965,0.3010299956639812,
7269,plays,2,0.08458718799092338,3.8614746688571686,0.3010299956639812,
7270,flap,2,0.08459882469308198,3.8615344108590377,0.3010299956639812,
7271,hark,2,0.08461046139524059,3.861594144643865,0.3010299956639812,
7272,symmetrically,2,0.08462209809739919,3.861653870213911,0.3010299956639812,
7273,student,2,0.08463373479955781,3.861713587571434,0.3010299956639812,
7274,discoursing,2,0.08464537150171642,3.861773296718693,0.3010299956639812,
7275,forbear,2,0.08465700820387502,3.861832997657945,0.3010299956639812,
7276,conceive,2,0.08466864490603362,3.861892690391446,0.3010299956639812,
7277,exhausting,2,0.08468028160819224,3.8619523749214517,0.3010299956639812,
7278,articulated,2,0.08469191831035085,3.8620120512502165,0.3010299956639812,
7279,examined,2,0.08470355501250945,3.862071719379994,0.3010299956639812,
7280,preceded,2,0.08471519171466807,3.862131379313037,0.3010299956639812,
7281,sinews,2,0.08472682841682667,3.862191031051597,0.3010299956639812,
7282,admitting,2,0.08473846511898528,3.862250674597925,0.3010299956639812,
7283,Floating,2,0.08475010182114388,3.8623103099542706,0.3010299956639812,
7284,raiment,2,0.0847617385233025,3.8623699371228826,0.3010299956639812,
7285,hovers,2,0.0847733752254611,3.862429556106009,0.3010299956639812,
7286,researches,2,0.08478501192761971,3.862489166905897,0.3010299956639812,
7287,Mosque,2,0.08479664862977832,3.862548769524793,0.3010299956639812,
7288,sweating,2,0.08480828533193693,3.862608363964942,0.3010299956639812,
7289,perilously,2,0.08481992203409554,3.862667950228588,0.3010299956639812,
7290,stem,2,0.08483155873625414,3.8627275283179747,0.3010299956639812,
7291,Below,2,0.08484319543841276,3.8627870982353443,0.3010299956639812,
7292,spit,2,0.08485483214057137,3.8628466599829387,0.3010299956639812,
7293,interblending,2,0.08486646884272997,3.862906213562998,0.3010299956639812,
7294,dig,2,0.08487810554488857,3.8629657589777624,0.3010299956639812,
7295,renounce,2,0.08488974224704719,3.86302529622947,0.3010299956639812,
7296,builders,2,0.0849013789492058,3.86308482532036,0.3010299956639812,
7297,Reckoning,2,0.0849130156513644,3.8631443462526676,0.3010299956639812,
7298,fronts,2,0.084924652353523,3.8632038590286295,0.3010299956639812,
7299,hieroglyphics,2,0.08493628905568162,3.8632633636504807,0.3010299956639812,
7300,cascade,2,0.08494792575784023,3.863322860120456,0.3010299956639812,
7301,boarding,2,0.08495956245999883,3.863382348440788,0.3010299956639812,
7302,delighted,2,0.08497119916215745,3.8634418286137087,0.3010299956639812,
7303,wakened,2,0.08498283586431606,3.8635013006414503,0.3010299956639812,
7304,beak,2,0.08499447256647466,3.8635607645262424,0.3010299956639812,
7305,pecks,2,0.08500610926863326,3.8636202202703154,0.3010299956639812,
7306,mistifying,2,0.08501774597079188,3.863679667875898,0.3010299956639812,
7307,daintiest,2,0.08502938267295049,3.863739107345217,0.3010299956639812,
7308,endwise,2,0.08504101937510909,3.8637985386805003,0.3010299956639812,
7309,sustain,2,0.0850526560772677,3.863857961883973,0.3010299956639812,
7310,salvation,2,0.08506429277942631,3.8639173769578603,0.3010299956639812,
7311,credited,2,0.08507592948158492,3.863976783904387,0.3010299956639812,
7312,adventures,2,0.08508756618374352,3.864036182725775,0.3010299956639812,
7313,Men,2,0.08509920288590214,3.8640955734242475,0.3010299956639812,
7314,responded,2,0.08511083958806075,3.8641549560020256,0.3010299956639812,
7315,Erie,2,0.08512247629021935,3.8642143304613294,0.3010299956639812,
7316,prisoner,2,0.08513411299237796,3.8642736968043794,0.3010299956639812,
7317,snuffing,2,0.08514574969453657,3.864333055033393,0.3010299956639812,
7318,spoutings,2,0.08515738639669518,3.8643924051505887,0.3010299956639812,
7319,journey,2,0.08516902309885378,3.864451747158183,0.3010299956639812,
7320,perfidious,2,0.08518065980101239,3.864511081058392,0.3010299956639812,
7321,fuel,2,0.085192296503171,3.86457040685343,0.3010299956639812,
7322,baffled,2,0.08520393320532961,3.8646297245455123,0.3010299956639812,
7323,reputation,2,0.08521556990748821,3.864689034136851,0.3010299956639812,
7324,overlook,2,0.08522720660964683,3.864748335629659,0.3010299956639812,
7325,tipped,2,0.08523884331180544,3.864807629026147,0.3010299956639812,
7326,fishes,2,0.08525048001396404,3.864866914328526,0.3010299956639812,
7327,Ridge,2,0.08526211671612265,3.8649261915390056,0.3010299956639812,
7328,Canallers,2,0.08527375341828126,3.8649854606597938,0.3010299956639812,
7329,dumbly,2,0.08528539012043987,3.865044721693099,0.3010299956639812,
7330,fun,2,0.08529702682259847,3.8651039746411278,0.3010299956639812,
7331,enigmatical,2,0.08530866352475708,3.865163219506086,0.3010299956639812,
7332,braced,2,0.0853203002269157,3.865222456290179,0.3010299956639812,
7333,Yankees,2,0.0853319369290743,3.8652816849956104,0.3010299956639812,
7334,estimated,2,0.0853435736312329,3.865340905624584,0.3010299956639812,
7335,slack,2,0.08535521033339152,3.8654001181793016,0.3010299956639812,
7336,tossings,2,0.08536684703555013,3.8654593226619647,0.3010299956639812,
7337,eber,2,0.08537848373770873,3.865518519074774,0.3010299956639812,
7338,philosophers,2,0.08539012043986734,3.865577707419929,0.3010299956639812,
7339,jib,2,0.08540175714202596,3.8656368876996288,0.3010299956639812,
7340,goodness,2,0.08541339384418456,3.8656960599160706,0.3010299956639812,
7341,desist,2,0.08542503054634316,3.8657552240714517,0.3010299956639812,
7342,ENGLISH,2,0.08543666724850177,3.865814380167968,0.3010299956639812,
7343,deplored,2,0.08544830395066039,3.8658735282078145,0.3010299956639812,
7344,spotted,2,0.08545994065281899,3.865932668193186,0.3010299956639812,
7345,dusting,2,0.0854715773549776,3.865991800126275,0.3010299956639812,
7346,canopy,2,0.08548321405713621,3.866050924009275,0.3010299956639812,
7347,origin,2,0.08549485075929482,3.8661100398443766,0.3010299956639812,
7348,devoutly,2,0.08550648746145342,3.8661691476337707,0.3010299956639812,
7349,Rattler,2,0.08551812416361203,3.8662282473796474,0.3010299956639812,
7350,movable,2,0.08552976086577065,3.8662873390841948,0.3010299956639812,
7351,UPON,2,0.08554139756792925,3.8663464227496016,0.3010299956639812,
7352,shudderings,2,0.08555303427008785,3.8664054983780547,0.3010299956639812,
7353,marred,2,0.08556467097224646,3.8664645659717403,0.3010299956639812,
7354,shudder,2,0.08557630767440508,3.8665236255328437,0.3010299956639812,
7355,comprehending,2,0.08558794437656368,3.866582677063549,0.3010299956639812,
7356,Muster,2,0.08559958107872229,3.8666417205660397,0.3010299956639812,
7357,malignity,2,0.0856112177808809,3.866700756042499,0.3010299956639812,
7358,clustered,2,0.08562285448303951,3.8667597834951084,0.3010299956639812,
7359,Struck,2,0.08563449118519811,3.866818802926048,0.3010299956639812,
7360,resolves,2,0.08564612788735672,3.866877814337499,0.3010299956639812,
7361,ended,2,0.08565776458951534,3.866936817731639,0.3010299956639812,
7362,unsuspected,2,0.08566940129167394,3.866995813110648,0.3010299956639812,
7363,unbroken,2,0.08568103799383255,3.867054800476702,0.3010299956639812,
7364,badge,2,0.08569267469599115,3.867113779831977,0.3010299956639812,
7365,investigations,2,0.08570431139814977,3.8671727511786496,0.3010299956639812,
7366,peaks,2,0.08571594810030837,3.867231714518894,0.3010299956639812,
7367,symbolize,2,0.08572758480246698,3.867290669854884,0.3010299956639812,
7368,waned,2,0.0857392215046256,3.8673496171887924,0.3010299956639812,
7369,linear,2,0.0857508582067842,3.867408556522791,0.3010299956639812,
7370,tedious,2,0.0857624949089428,3.8674674878590514,0.3010299956639812,
7371,ruins,2,0.08577413161110141,3.8675264111997434,0.3010299956639812,
7372,fisheries,2,0.08578576831326003,3.867585326547036,0.3010299956639812,
7373,HERE,2,0.08579740501541863,3.8676442339030985,0.3010299956639812,
7374,relieve,2,0.08580904171757724,3.8677031332700977,0.3010299956639812,
7375,fluke,2,0.08582067841973584,3.8677620246502005,0.3010299956639812,
7376,unresting,2,0.08583231512189446,3.867820908045573,0.3010299956639812,
7377,exceeded,2,0.08584395182405306,3.86787978345838,0.3010299956639812,
7378,planing,2,0.08585558852621167,3.8679386508907845,0.3010299956639812,
7379,pairs,2,0.08586722522837029,3.867997510344951,0.3010299956639812,
7380,hamper,2,0.08587886193052889,3.8680563618230415,0.3010299956639812,
7381,trappings,2,0.0858904986326875,3.868115205327217,0.3010299956639812,
7382,inexorable,2,0.0859021353348461,3.8681740408596386,0.3010299956639812,
7383,torrid,2,0.08591377203700472,3.868232868422465,0.3010299956639812,
7384,vehemently,2,0.08592540873916332,3.8682916880178557,0.3010299956639812,
7385,local,2,0.08593704544132193,3.8683504996479683,0.3010299956639812,
7386,northward,2,0.08594868214348053,3.86840930331496,0.3010299956639812,
7387,sundering,2,0.08596031884563915,3.8684680990209865,0.3010299956639812,
7388,meditation,2,0.08597195554779775,3.868526886768204,0.3010299956639812,
7389,granite,2,0.08598359224995636,3.8685856665587655,0.3010299956639812,
7390,ICELAND,2,0.08599522895211498,3.8686444383948255,0.3010299956639812,
7391,lock,2,0.08600686565427358,3.8687032022785366,0.3010299956639812,
7392,Signs,2,0.08601850235643219,3.8687619582120503,0.3010299956639812,
7393,systematic,2,0.08603013905859079,3.8688207061975173,0.3010299956639812,
7394,ghostliness,2,0.08604177576074941,3.868879446237088,0.3010299956639812,
7395,mazes,2,0.08605341246290801,3.868938178332911,0.3010299956639812,
7396,immemorially,2,0.08606504916506662,3.8689969024871353,0.3010299956639812,
7397,Spirit,2,0.08607668586722522,3.869055618701908,0.3010299956639812,
7398,estimation,2,0.08608832256938384,3.8691143269793753,0.3010299956639812,
7399,elucidated,2,0.08609995927154244,3.869173027321683,0.3010299956639812,
7400,recovery,2,0.08611159597370105,3.8692317197309762,0.3010299956639812,
7401,suckling,2,0.08612323267585967,3.8692904042093983,0.3010299956639812,
7402,punctilious,2,0.08613486937801827,3.869349080759093,0.3010299956639812,
7403,zones,2,0.08614650608017688,3.869407749382202,0.3010299956639812,
7404,holder,2,0.08615814278233548,3.8694664100808667,0.3010299956639812,
7405,pledge,2,0.0861697794844941,3.8695250628572273,0.3010299956639812,
7406,bressed,2,0.0861814161866527,3.869583707713424,0.3010299956639812,
7407,lunacy,2,0.08619305288881131,3.8696423446515946,0.3010299956639812,
7408,invisibly,2,0.08620468959096991,3.869700973673878,0.3010299956639812,
7409,arid,2,0.08621632629312853,3.86975959478241,0.3010299956639812,
7410,defyingly,2,0.08622796299528714,3.869818207979328,0.3010299956639812,
7411,Equatorial,2,0.08623959969744574,3.8698768132667665,0.3010299956639812,
7412,BEFORE,2,0.08625123639960436,3.86993541064686,0.3010299956639812,
7413,awaited,2,0.08626287310176296,3.869994000121742,0.3010299956639812,
7414,eludes,2,0.08627450980392157,3.8700525816935447,0.3010299956639812,
7415,shaping,2,0.08628614650608017,3.870111155364401,0.3010299956639812,
7416,wolfish,2,0.08629778320823879,3.8701697211364405,0.3010299956639812,
7417,presided,2,0.0863094199103974,3.8702282790117946,0.3010299956639812,
7418,vibration,2,0.086321056612556,3.870286828992591,0.3010299956639812,
7419,shifting,2,0.0863326933147146,3.8703453710809597,0.3010299956639812,
7420,Whaler,2,0.08634433001687322,3.870403905279027,0.3010299956639812,
7421,thrusts,2,0.08635596671903183,3.87046243158892,0.3010299956639812,
7422,arc,2,0.08636760342119043,3.8705209500127644,0.3010299956639812,
7423,verily,2,0.08637924012334905,3.8705794605526846,0.3010299956639812,
7424,innumerable,2,0.08639087682550765,3.8706379632108057,0.3010299956639812,
7425,earthquake,2,0.08640251352766626,3.8706964579892498,0.3010299956639812,
7426,connecting,2,0.08641415022982486,3.87075494489014,0.3010299956639812,
7427,Beneath,2,0.08642578693198348,3.8708134239155974,0.3010299956639812,
7428,collapsed,2,0.08643742363414209,3.8708718950677428,0.3010299956639812,
7429,tension,2,0.08644906033630069,3.8709303583486956,0.3010299956639812,
7430,trunks,2,0.0864606970384593,3.8709888137605755,0.3010299956639812,
7431,engage,2,0.08647233374061791,3.8710472613054994,0.3010299956639812,
7432,herring,2,0.08648397044277652,3.871105700985585,0.3010299956639812,
7433,Windsor,2,0.08649560714493512,3.8711641328029494,0.3010299956639812,
7434,beech,2,0.08650724384709374,3.871222556759707,0.3010299956639812,
7435,poisonous,2,0.08651888054925234,3.871280972857973,0.3010299956639812,
7436,meditative,2,0.08653051725141095,3.871339381099861,0.3010299956639812,
7437,depresses,2,0.08654215395356955,3.871397781487484,0.3010299956639812,
7438,HE,2,0.08655379065572817,3.8714561740229536,0.3010299956639812,
7439,brook,2,0.08656542735788678,3.871514558708382,0.3010299956639812,
7440,dusty,2,0.08657706406004538,3.8715729355458786,0.3010299956639812,
7441,bite,2,0.08658870076220399,3.8716313045375537,0.3010299956639812,
7442,sorely,2,0.0866003374643626,3.871689665685515,0.3010299956639812,
7443,province,2,0.08661197416652121,3.8717480189918714,0.3010299956639812,
7444,steal,2,0.08662361086867981,3.8718063644587293,0.3010299956639812,
7445,dance,2,0.08663524757083843,3.871864702088195,0.3010299956639812,
7446,curbstone,2,0.08664688427299704,3.8719230318823734,0.3010299956639812,
7447,sharkish,2,0.08665852097515564,3.871981353843369,0.3010299956639812,
7448,panting,2,0.08667015767731424,3.872039667973286,0.3010299956639812,
7449,securely,2,0.08668179437947286,3.8720979742742268,0.3010299956639812,
7450,orphans,2,0.08669343108163147,3.8721562727482928,0.3010299956639812,
7451,impregnable,2,0.08670506778379007,3.8722145633975855,0.3010299956639812,
7452,corn,2,0.08671670448594868,3.872272846224205,0.3010299956639812,
7453,million,2,0.0867283411881073,3.8723311212302507,0.3010299956639812,
7454,dissimilar,2,0.0867399778902659,3.8723893884178207,0.3010299956639812,
7455,Overhearing,2,0.0867516145924245,3.8724476477890133,0.3010299956639812,
7456,microscopic,2,0.08676325129458312,3.872505899345925,0.3010299956639812,
7457,propriety,2,0.08677488799674173,3.8725641430906514,0.3010299956639812,
7458,lapse,2,0.08678652469890033,3.8726223790252883,0.3010299956639812,
7459,expectantly,2,0.08679816140105893,3.8726806071519295,0.3010299956639812,
7460,unprecedented,2,0.08680979810321755,3.8727388274726686,0.3010299956639812,
7461,forlorn,2,0.08682143480537616,3.8727970399895986,0.3010299956639812,
7462,LARGE,2,0.08683307150753476,3.87285524470481,0.3010299956639812,
7463,disciples,2,0.08684470820969337,3.8729134416203954,0.3010299956639812,
7464,leagued,2,0.08685634491185198,3.8729716307384434,0.3010299956639812,
7465,wholesome,2,0.08686798161401059,3.873029812061044,0.3010299956639812,
7466,fathers,2,0.0868796183161692,3.8730879855902858,0.3010299956639812,
7467,subtlest,2,0.08689125501832781,3.8731461513282555,0.3010299956639812,
7468,covenant,2,0.08690289172048642,3.8732043092770407,0.3010299956639812,
7469,forgot,2,0.08691452842264502,3.8732624594387266,0.3010299956639812,
7470,clanged,2,0.08692616512480363,3.873320601815399,0.3010299956639812,
7471,seaman,2,0.08693780182696224,3.873378736409141,0.3010299956639812,
7472,collection,2,0.08694943852912085,3.873436863222037,0.3010299956639812,
7473,tombed,2,0.08696107523127945,3.873494982256169,0.3010299956639812,
7474,astonishing,2,0.08697271193343806,3.873553093513619,0.3010299956639812,
7475,proof,2,0.08698434863559668,3.873611196996467,0.3010299956639812,
7476,planets,2,0.08699598533775528,3.8736692927067944,0.3010299956639812,
7477,slips,2,0.08700762203991388,3.8737273806466797,0.3010299956639812,
7478,trade,2,0.0870192587420725,3.8737854608182007,0.3010299956639812,
7479,strangest,2,0.08703089544423111,3.873843533223436,0.3010299956639812,
7480,blundering,2,0.08704253214638971,3.8739015978644615,0.3010299956639812,
7481,sustained,2,0.08705416884854832,3.873959654743353,0.3010299956639812,
7482,blame,2,0.08706580555070693,3.874017703862186,0.3010299956639812,
7483,dug,2,0.08707744225286554,3.8740757452230348,0.3010299956639812,
7484,loadstone,2,0.08708907895502414,3.8741337788279724,0.3010299956639812,
7485,sympathy,2,0.08710071565718275,3.874191804679071,0.3010299956639812,
7486,Cuba,2,0.08711235235934137,3.874249822778403,0.3010299956639812,
7487,Johnson,2,0.08712398906149997,3.874307833128039,0.3010299956639812,
7488,weave,2,0.08713562576365858,3.874365835730049,0.3010299956639812,
7489,hushed,2,0.0871472624658172,3.874423830586502,0.3010299956639812,
7490,kicks,2,0.0871588991679758,3.8744818176994666,0.3010299956639812,
7491,interests,2,0.0871705358701344,3.87453979707101,0.3010299956639812,
7492,greeted,2,0.087182172572293,3.8745977687032,0.3010299956639812,
7493,result,2,0.08719380927445163,3.874655732598101,0.3010299956639812,
7494,valiantly,2,0.08720544597661023,3.874713688757779,0.3010299956639812,
7495,self,2,0.08721708267876883,3.874771637184298,0.3010299956639812,
7496,profounder,2,0.08722871938092744,3.874829577879722,0.3010299956639812,
7497,Quakers,2,0.08724035608308606,3.8748875108461123,0.3010299956639812,
7498,irrespective,2,0.08725199278524466,3.874945436085532,0.3010299956639812,
7499,Receiving,2,0.08726362948740327,3.8750033536000412,0.3010299956639812,
7500,Divine,2,0.08727526618956188,3.8750612633917,0.3010299956639812,
7501,Canaller,2,0.08728690289172049,3.8751191654625683,0.3010299956639812,
7502,sheaves,2,0.0872985395938791,3.875177059814704,0.3010299956639812,
7503,lounged,2,0.0873101762960377,3.8752349464501648,0.3010299956639812,
7504,kiss,2,0.08732181299819632,3.875292825371008,0.3010299956639812,
7505,whistling,2,0.08733344970035492,3.875350696579289,0.3010299956639812,
7506,harpooning,2,0.08734508640251352,3.8754085600770636,0.3010299956639812,
7507,Davy,2,0.08735672310467213,3.8754664158663856,0.3010299956639812,
7508,TABLET,2,0.08736835980683075,3.8755242639493086,0.3010299956639812,
7509,corpulence,2,0.08737999650898935,3.8755821043278855,0.3010299956639812,
7510,plainest,2,0.08739163321114796,3.8756399370041685,0.3010299956639812,
7511,spying,2,0.08740326991330657,3.875697761980208,0.3010299956639812,
7512,absurd,2,0.08741490661546518,3.8757555792580547,0.3010299956639812,
7513,denoted,2,0.08742654331762378,3.8758133888397577,0.3010299956639812,
7514,slavish,2,0.08743818001978239,3.875871190727366,0.3010299956639812,
7515,security,2,0.087449816721941,3.875928984922927,0.3010299956639812,
7516,flights,2,0.08746145342409961,3.875986771428488,0.3010299956639812,
7517,prosecution,2,0.08747309012625822,3.876044550246095,0.3010299956639812,
7518,ploughing,2,0.08748472682841682,3.8761023213777936,0.3010299956639812,
7519,tailed,2,0.08749636353057544,3.876160084825628,0.3010299956639812,
7520,alluding,2,0.08750800023273404,3.876217840591642,0.3010299956639812,
7521,sells,2,0.08751963693489265,3.876275588677879,0.3010299956639812,
7522,domineering,2,0.08753127363705127,3.87633332908638,0.3010299956639812,
7523,prey,2,0.08754291033920987,3.8763910618191875,0.3010299956639812,
7524,European,2,0.08755454704136847,3.876448786878341,0.3010299956639812,
7525,overhanging,2,0.08756618374352708,3.876506504265881,0.3010299956639812,
7526,admirals,2,0.0875778204456857,3.8765642139838454,0.3010299956639812,
7527,heeding,2,0.0875894571478443,3.876621916034273,0.3010299956639812,
7528,certainty,2,0.0876010938500029,3.8766796104192003,0.3010299956639812,
7529,worships,2,0.08761273055216151,3.8767372971406644,0.3010299956639812,
7530,Africa,2,0.08762436725432013,3.8767949762007006,0.3010299956639812,
7531,idleness,2,0.08763600395647873,3.8768526476013436,0.3010299956639812,
7532,heroic,2,0.08764764065863734,3.876910311344627,0.3010299956639812,
7533,pitches,2,0.08765927736079596,3.8769679674325848,0.3010299956639812,
7534,brilliancy,2,0.08767091406295456,3.877025615867249,0.3010299956639812,
7535,worshipped,2,0.08768255076511317,3.877083256650651,0.3010299956639812,
7536,pirate,2,0.08769418746727177,3.8771408897848207,0.3010299956639812,
7537,Concerning,2,0.08770582416943039,3.8771985152717896,0.3010299956639812,
7538,Europe,2,0.08771746087158899,3.877256133113586,0.3010299956639812,
7539,detect,2,0.0877290975737476,3.8773137433122384,0.3010299956639812,
7540,curving,2,0.0877407342759062,3.877371345869774,0.3010299956639812,
7541,ranks,2,0.08775237097806482,3.87742894078822,0.3010299956639812,
7542,throat,2,0.08776400768022342,3.8774865280696016,0.3010299956639812,
7543,elaborate,2,0.08777564438238203,3.877544107715944,0.3010299956639812,
7544,Glancing,2,0.08778728108454065,3.877601679729272,0.3010299956639812,
7545,grimly,2,0.08779891778669925,3.8776592441116087,0.3010299956639812,
7546,becharmed,2,0.08781055448885786,3.877716800864977,0.3010299956639812,
7547,unfortunate,2,0.08782219119101646,3.877774349991398,0.3010299956639812,
7548,marbles,2,0.08783382789317508,3.8778318914928938,0.3010299956639812,
7549,played,2,0.08784546459533368,3.877889425371484,0.3010299956639812,
7550,foreseeing,2,0.08785710129749229,3.8779469516291885,0.3010299956639812,
7551,bluish,2,0.08786873799965089,3.878004470268025,0.3010299956639812,
7552,Virgin,2,0.08788037470180951,3.8780619812900126,0.3010299956639812,
7553,formations,2,0.08789201140396811,3.8781194846971676,0.3010299956639812,
7554,speakest,2,0.08790364810612672,3.878176980491506,0.3010299956639812,
7555,reefed,2,0.08791528480828534,3.878234468675044,0.3010299956639812,
7556,inhaling,2,0.08792692151044394,3.878291949249796,0.3010299956639812,
7557,Priest,2,0.08793855821260255,3.8783494222177755,0.3010299956639812,
7558,Cadiz,2,0.08795019491476115,3.878406887580996,0.3010299956639812,
7559,printed,2,0.08796183161691977,3.878464345341469,0.3010299956639812,
7560,rusty,2,0.08797346831907837,3.8785217955012063,0.3010299956639812,
7561,strife,2,0.08798510502123698,3.878579238062219,0.3010299956639812,
7562,leering,2,0.08799674172339558,3.878636673026517,0.3010299956639812,
7563,tranced,2,0.0880083784255542,3.878694100396108,0.3010299956639812,
7564,posted,2,0.0880200151277128,3.8787515201730023,0.3010299956639812,
