Name of Restaurant, City, Country Code, Day of Week, Start Time, End Time
Socorro's,Denver,US,0,11:00am,11:00am
Socorro's,Denver,US,1,11:00am,11:00am
Socorro's,Denver,US,2,11:00am,11:00am
Socorro's,Denver,US,3,11:00am,11:00am
Socorro's,Denver,US,4,11:00am,11:00am
Socorro's,Denver,US,5,11:00am,11:00am
Socorro's,Denver,US,6,0:00pm,0:00pm
SODO Deli,Seattle,US,0,11:00am,11:00am
SODO Deli,Seattle,US,1,11:00am,11:00am
SODO Deli,Seattle,US,2,11:00am,11:00am
SODO Deli,Seattle,US,3,11:00am,11:00am
SODO Deli,Seattle,US,4,11:00am,11:00am
SODO Deli,Seattle,US,5,0:00pm,0:00pm
SoFA Market,San Jose,US,0,08:00am,08:00am
SoFA Market,San Jose,US,1,08:00am,08:00am
SoFA Market,San Jose,US,2,08:00am,08:00am
SoFA Market,San Jose,US,3,08:00am,08:00am
SoFA Market,San Jose,US,4,08:00am,08:00am
SoFA Market,San Jose,US,5,09:00am,09:00am
SoFA Market,San Jose,US,6,09:00am,09:00am
Sofitel Wentworth Sydney Lounge,Sydney,AU,0,09:00am,09:00am
Sofitel Wentworth Sydney Lounge,Sydney,AU,1,09:00am,09:00am
Sofitel Wentworth Sydney Lounge,Sydney,AU,2,09:00am,09:00am
Sofitel Wentworth Sydney Lounge,Sydney,AU,3,09:00am,09:00am
Sofitel Wentworth Sydney Lounge,Sydney,AU,4,09:00am,09:00am
Sofitel Wentworth Sydney Lounge,Sydney,AU,5,11:00am,11:00am
Sofitel Wentworth Sydney Lounge,Sydney,AU,6,11:00am,11:00am
Sofrito Rico Authentic Puerto Rican Cuisine,Las Vegas,US,0,11:00am,11:00am
Sofrito Rico Authentic Puerto Rican Cuisine,Las Vegas,US,1,11:00am,11:00am
Sofrito Rico Authentic Puerto Rican Cuisine,Las Vegas,US,2,11:00am,11:00am
Sofrito Rico Authentic Puerto Rican Cuisine,Las Vegas,US,3,11:00am,11:00am
Sofrito Rico Authentic Puerto Rican Cuisine,Las Vegas,US,4,11:00am,11:00am
Sofrito Rico Authentic Puerto Rican Cuisine,Las Vegas,US,5,11:00am,11:00am
Sofrito Rico Authentic Puerto Rican Cuisine,Las Vegas,US,6,11:00am,11:00am
Soho Japanese Restaurant,Las Vegas,US,0,5:00pm,5:00pm
Soho Japanese Restaurant,Las Vegas,US,1,5:00pm,5:00pm
Soho Japanese Restaurant,Las Vegas,US,2,5:00pm,5:00pm
Soho Japanese Restaurant,Las Vegas,US,3,5:00pm,5:00pm
Soho Japanese Restaurant,Las Vegas,US,4,5:00pm,5:00pm
Soho Japanese Restaurant,Las Vegas,US,5,5:00pm,5:00pm
SoHo On Miller Street,Glasgow,GB,0,0:00pm,0:00pm
SoHo On Miller Street,Glasgow,GB,1,0:00pm,0:00pm
SoHo On Miller Street,Glasgow,GB,2,0:00pm,0:00pm
SoHo On Miller Street,Glasgow,GB,3,0:00pm,0:00pm
SoHo On Miller Street,Glasgow,GB,4,0:00pm,0:00pm
SoHo On Miller Street,Glasgow,GB,5,0:00pm,0:00pm
SoHo On Miller Street,Glasgow,GB,6,0:00pm,0:00pm
Soi-8 Thai On Griffith,Griffith,AU,0,5:30pm,5:30pm
Soi-8 Thai On Griffith,Griffith,AU,1,0:00pm,0:00pm
Soi-8 Thai On Griffith,Griffith,AU,1,5:30pm,5:30pm
Soi-8 Thai On Griffith,Griffith,AU,2,0:00pm,0:00pm
Soi-8 Thai On Griffith,Griffith,AU,2,5:30pm,5:30pm
Soi-8 Thai On Griffith,Griffith,AU,3,0:00pm,0:00pm
Soi-8 Thai On Griffith,Griffith,AU,3,5:30pm,5:30pm
Soi-8 Thai On Griffith,Griffith,AU,4,0:00pm,0:00pm
Soi-8 Thai On Griffith,Griffith,AU,4,5:30pm,5:30pm
Soi-8 Thai On Griffith,Griffith,AU,5,5:30pm,5:30pm
Soi Noodle Bar,Canberra,AU,0,11:00am,11:00am
Soi Noodle Bar,Canberra,AU,1,11:00am,11:00am
Soi Noodle Bar,Canberra,AU,2,11:00am,11:00am
Soi Noodle Bar,Canberra,AU,3,11:00am,11:00am
Soi Noodle Bar,Canberra,AU,4,11:00am,11:00am
Soi Noodle Bar,Canberra,AU,5,11:00am,11:00am
Soi Noodle Bar,Canberra,AU,6,11:00am,11:00am
SOI,Seattle,US,0,11:00am,11:00am
SOI,Seattle,US,1,11:00am,11:00am
SOI,Seattle,US,2,11:00am,11:00am
SOI,Seattle,US,3,11:00am,11:00am
SOI,Seattle,US,4,11:00am,11:00am
SOI,Seattle,US,5,11:00am,11:00am
SOI,Seattle,US,6,11:00am,11:00am
Solarino,Melbourne,AU,0,06:30am,06:30am
Solarino,Melbourne,AU,1,06:30am,06:30am
Solarino,Melbourne,AU,2,06:30am,06:30am
Solarino,Melbourne,AU,3,06:30am,06:30am
Solarino,Melbourne,AU,4,06:30am,06:30am
Solarino,Melbourne,AU,5,06:30am,06:30am
Solarino,Melbourne,AU,6,06:30am,06:30am
SoleLuna Restaurant,Sunnyside,US,0,08:00am,08:00am
SoleLuna Restaurant,Sunnyside,US,1,08:00am,08:00am
SoleLuna Restaurant,Sunnyside,US,2,08:00am,08:00am
SoleLuna Restaurant,Sunnyside,US,3,08:00am,08:00am
SoleLuna Restaurant,Sunnyside,US,4,08:00am,08:00am
SoleLuna Restaurant,Sunnyside,US,5,10:00am,10:00am
SoleLuna Restaurant,Sunnyside,US,6,11:00am,11:00am
Sols Sandwich Shop and Deli,Birmingham,US,0,07:00am,07:00am
Sols Sandwich Shop and Deli,Birmingham,US,1,07:00am,07:00am
Sols Sandwich Shop and Deli,Birmingham,US,2,07:00am,07:00am
Sols Sandwich Shop and Deli,Birmingham,US,3,07:00am,07:00am
Sols Sandwich Shop and Deli,Birmingham,US,4,07:00am,07:00am
Something Good Lunchbar Cafe,Perth,AU,0,06:00am,06:00am
Something Good Lunchbar Cafe,Perth,AU,1,06:00am,06:00am
Something Good Lunchbar Cafe,Perth,AU,2,06:00am,06:00am
Something Good Lunchbar Cafe,Perth,AU,3,06:00am,06:00am
Something Good Lunchbar Cafe,Perth,AU,4,06:00am,06:00am
Son Nam Restaurant,Houston,US,0,10:00am,10:00am
Son Nam Restaurant,Houston,US,1,10:00am,10:00am
Son Nam Restaurant,Houston,US,2,10:00am,10:00am
Son Nam Restaurant,Houston,US,3,10:00am,10:00am
Son Nam Restaurant,Houston,US,4,10:00am,10:00am
Son Nam Restaurant,Houston,US,5,10:00am,10:00am
Son Nam Restaurant,Houston,US,6,10:00am,10:00am
Song Lynn,Phoenix,US,0,10:30am,10:30am
Song Lynn,Phoenix,US,1,10:30am,10:30am
Song Lynn,Phoenix,US,3,10:30am,10:30am
Song Lynn,Phoenix,US,4,10:30am,10:30am
Song Lynn,Phoenix,US,5,10:30am,10:30am
Song Lynn,Phoenix,US,6,10:30am,10:30am
Song Phang Kong,Seattle,US,0,11:30am,11:30am
Song Phang Kong,Seattle,US,2,11:30am,11:30am
Song Phang Kong,Seattle,US,3,11:30am,11:30am
Song Phang Kong,Seattle,US,4,11:30am,11:30am
Song Phang Kong,Seattle,US,5,11:00am,11:00am
Song Phang Kong,Seattle,US,6,11:00am,11:00am
Songkran Thai Kitchen,Houston,US,0,11:00am,11:00am
Songkran Thai Kitchen,Houston,US,1,11:00am,11:00am
Songkran Thai Kitchen,Houston,US,2,11:00am,11:00am
Songkran Thai Kitchen,Houston,US,3,11:00am,11:00am
Songkran Thai Kitchen,Houston,US,4,11:00am,11:00am
Songkran Thai Kitchen,Houston,US,5,11:00am,11:00am
Songkran Thai Kitchen,Houston,US,6,11:00am,11:00am
Sonia's Kitchen,San Jose,US,0,11:00am,11:00am
Sonia's Kitchen,San Jose,US,1,11:00am,11:00am
Sonia's Kitchen,San Jose,US,2,11:00am,11:00am
Sonia's Kitchen,San Jose,US,3,11:00am,11:00am
Sonia's Kitchen,San Jose,US,4,11:00am,11:00am
Sonny's Hamburgers,Detroit,US,0,06:00am,06:00am
Sonny's Hamburgers,Detroit,US,1,06:00am,06:00am
Sonny's Hamburgers,Detroit,US,2,06:00am,06:00am
Sonny's Hamburgers,Detroit,US,3,06:00am,06:00am
Sonny's Hamburgers,Detroit,US,4,06:00am,06:00am
Sonny's Hamburgers,Detroit,US,5,07:00am,07:00am
Sonny's Hamburgers,Detroit,US,6,07:00am,07:00am
Sono Japanese Restaurant,Brisbane,AU,0,11:30am,11:30am
Sono Japanese Restaurant,Brisbane,AU,0,6:00pm,6:00pm
Sono Japanese Restaurant,Brisbane,AU,1,11:30am,11:30am
Sono Japanese Restaurant,Brisbane,AU,1,6:00pm,6:00pm
Sono Japanese Restaurant,Brisbane,AU,2,11:30am,11:30am
Sono Japanese Restaurant,Brisbane,AU,2,6:00pm,6:00pm
Sono Japanese Restaurant,Brisbane,AU,3,11:30am,11:30am
Sono Japanese Restaurant,Brisbane,AU,3,6:00pm,6:00pm
Sono Japanese Restaurant,Brisbane,AU,4,11:30am,11:30am
Sono Japanese Restaurant,Brisbane,AU,4,6:00pm,6:00pm
Sono Japanese Restaurant,Brisbane,AU,5,11:30am,11:30am
Sono Japanese Restaurant,Brisbane,AU,5,6:00pm,6:00pm
Sono Japanese Restaurant,Brisbane,AU,6,11:30am,11:30am
Sonora Taco Shop,Phoenix,US,0,10:00am,10:00am
Sonora Taco Shop,Phoenix,US,1,10:00am,10:00am
Sonora Taco Shop,Phoenix,US,2,10:00am,10:00am
Sonora Taco Shop,Phoenix,US,3,10:00am,10:00am
Sonora Taco Shop,Phoenix,US,4,10:00am,10:00am
Sonora Taco Shop,Phoenix,US,5,10:00am,10:00am
Sons of Thunder,New York,US,0,11:30am,11:30am
Sons of Thunder,New York,US,1,11:30am,11:30am
Sons of Thunder,New York,US,2,11:30am,11:30am
Sons of Thunder,New York,US,3,11:30am,11:30am
Sons of Thunder,New York,US,4,11:30am,11:30am
Sons of Thunder,New York,US,5,11:30am,11:30am
Sonsie,Boston,US,0,08:00am,08:00am
Sonsie,Boston,US,1,08:00am,08:00am
Sonsie,Boston,US,2,08:00am,08:00am
Sonsie,Boston,US,3,08:00am,08:00am
Sonsie,Boston,US,4,08:00am,08:00am
Sonsie,Boston,US,5,08:00am,08:00am
Sonsie,Boston,US,6,08:00am,08:00am
Sorrel,San Francisco,US,5,8:30pm,8:30pm
Sotto Mare,San Francisco,US,0,11:30am,11:30am
Sotto Mare,San Francisco,US,1,11:30am,11:30am
Sotto Mare,San Francisco,US,2,11:30am,11:30am
Sotto Mare,San Francisco,US,3,11:30am,11:30am
Sotto Mare,San Francisco,US,4,11:30am,11:30am
Sotto Mare,San Francisco,US,5,11:30am,11:30am
Sotto,Washington,US,1,5:00pm,5:00pm
Sotto,Washington,US,2,5:00pm,5:00pm
Sotto,Washington,US,3,5:00pm,5:00pm
Sotto,Washington,US,4,5:00pm,5:00pm
Sotto,Washington,US,5,5:00pm,5:00pm
Soul Cafe,Liverpool,GB,0,09:00am,09:00am
Soul Fire BBQ,Boston,US,0,11:30am,11:30am
Soul Fire BBQ,Boston,US,1,11:30am,11:30am
Soul Fire BBQ,Boston,US,2,11:30am,11:30am
Soul Fire BBQ,Boston,US,3,11:30am,11:30am
Soul Fire BBQ,Boston,US,4,11:30am,11:30am
Soul Fire BBQ,Boston,US,5,11:30am,11:30am
Soul Fire BBQ,Boston,US,6,11:30am,11:30am
Sound & Fog,Seattle,US,0,06:30am,06:30am
Sound & Fog,Seattle,US,1,06:30am,06:30am
Sound & Fog,Seattle,US,2,06:30am,06:30am
Sound & Fog,Seattle,US,3,06:30am,06:30am
Sound & Fog,Seattle,US,4,06:30am,06:30am
Sound & Fog,Seattle,US,5,08:00am,08:00am
Sound & Fog,Seattle,US,6,08:00am,08:00am
Source Foods Cafe,Perth,AU,0,07:30am,07:30am
Source Foods Cafe,Perth,AU,1,07:30am,07:30am
Source Foods Cafe,Perth,AU,2,07:30am,07:30am
Source Foods Cafe,Perth,AU,3,07:30am,07:30am
Source Foods Cafe,Perth,AU,4,07:30am,07:30am
Source Foods Cafe,Perth,AU,4,5:30pm,5:30pm
Source Foods Cafe,Perth,AU,5,07:30am,07:30am
Source Foods Cafe,Perth,AU,6,08:30am,08:30am
Sourdough Eatery,San Jose,US,0,11:00am,11:00am
Sourdough Eatery,San Jose,US,1,11:00am,11:00am
Sourdough Eatery,San Jose,US,2,11:00am,11:00am
Sourdough Eatery,San Jose,US,3,11:00am,11:00am
Sourdough Eatery,San Jose,US,4,11:00am,11:00am
South 21 Family Restaurant,Charlotte,US,0,11:00am,11:00am
South 21 Family Restaurant,Charlotte,US,1,11:00am,11:00am
South 21 Family Restaurant,Charlotte,US,2,11:00am,11:00am
South 21 Family Restaurant,Charlotte,US,3,11:00am,11:00am
South 21 Family Restaurant,Charlotte,US,4,11:00am,11:00am
South 21 Family Restaurant,Charlotte,US,5,11:00am,11:00am
South End Buttery,Boston,US,0,06:00am,06:00am
South End Buttery,Boston,US,1,06:00am,06:00am
South End Buttery,Boston,US,2,06:00am,06:00am
South End Buttery,Boston,US,3,06:00am,06:00am
South End Buttery,Boston,US,4,06:00am,06:00am
South End Buttery,Boston,US,5,06:00am,06:00am
South End Buttery,Boston,US,6,06:00am,06:00am
South Mountain Cafe,Phoenix,US,1,08:00am,08:00am
South Mountain Cafe,Phoenix,US,2,08:00am,08:00am
South Mountain Cafe,Phoenix,US,3,08:00am,08:00am
South Mountain Cafe,Phoenix,US,4,08:00am,08:00am
South Mountain Cafe,Phoenix,US,5,08:00am,08:00am
South Mountain Cafe,Phoenix,US,6,08:00am,08:00am
South of Johnston,Melbourne,AU,0,07:30am,07:30am
South of Johnston,Melbourne,AU,1,07:30am,07:30am
South of Johnston,Melbourne,AU,2,07:30am,07:30am
South of Johnston,Melbourne,AU,3,07:30am,07:30am
South of Johnston,Melbourne,AU,4,07:30am,07:30am
South of Johnston,Melbourne,AU,5,07:30am,07:30am
South of Johnston,Melbourne,AU,6,07:30am,07:30am
South Street Diner,Boston,US,0,00:00am,00:00am
South Street Diner,Boston,US,1,00:00am,00:00am
South Street Diner,Boston,US,2,00:00am,00:00am
South Street Diner,Boston,US,3,00:00am,00:00am
South Street Diner,Boston,US,4,00:00am,00:00am
South Street Diner,Boston,US,5,00:00am,00:00am
South Street Diner,Boston,US,6,00:00am,00:00am
South Winchester BBQ,San Jose,US,0,11:00am,11:00am
South Winchester BBQ,San Jose,US,1,11:00am,11:00am
South Winchester BBQ,San Jose,US,2,11:00am,11:00am
South Winchester BBQ,San Jose,US,3,11:00am,11:00am
South Winchester BBQ,San Jose,US,4,11:00am,11:00am
South Winchester BBQ,San Jose,US,5,11:00am,11:00am
South Winchester BBQ,San Jose,US,6,11:00am,11:00am
Southern Caribbean,Birmingham,US,0,11:00am,11:00am
Southern Caribbean,Birmingham,US,1,11:00am,11:00am
Southern Caribbean,Birmingham,US,2,11:00am,11:00am
Southern Caribbean,Birmingham,US,3,11:00am,11:00am
Southern Caribbean,Birmingham,US,4,11:00am,11:00am
Southern Caribbean,Birmingham,US,5,11:00am,11:00am
Southern Caribbean,Birmingham,US,6,11:00am,11:00am
Southern Efficiency,Washington,US,1,5:00pm,5:00pm
Southern Efficiency,Washington,US,2,5:00pm,5:00pm
Southern Efficiency,Washington,US,3,5:00pm,5:00pm
Southern Efficiency,Washington,US,4,5:00pm,5:00pm
Southern Efficiency,Washington,US,5,5:00pm,5:00pm
Southern Efficiency,Washington,US,6,11:30am,11:30am
Southern Goods,Houston,US,0,5:00pm,5:00pm
Southern Goods,Houston,US,1,5:00pm,5:00pm
Southern Goods,Houston,US,2,5:00pm,5:00pm
Southern Goods,Houston,US,3,5:00pm,5:00pm
Southern Goods,Houston,US,4,5:00pm,5:00pm
Southern Goods,Houston,US,5,11:00am,11:00am
Southern Goods,Houston,US,6,11:00am,11:00am
Southern Kitchen Coffee Shop,San Jose,US,0,06:00am,06:00am
Southern Kitchen Coffee Shop,San Jose,US,1,06:00am,06:00am
Southern Kitchen Coffee Shop,San Jose,US,2,06:00am,06:00am
Southern Kitchen Coffee Shop,San Jose,US,3,06:00am,06:00am
Southern Kitchen Coffee Shop,San Jose,US,4,06:00am,06:00am
Southern Kitchen Coffee Shop,San Jose,US,5,06:00am,06:00am
Southern Kitchen Coffee Shop,San Jose,US,6,06:00am,06:00am
Southern Rail,Phoenix,US,0,11:00am,11:00am
Southern Rail,Phoenix,US,1,11:00am,11:00am
Southern Rail,Phoenix,US,2,11:00am,11:00am
Southern Rail,Phoenix,US,3,11:00am,11:00am
Southern Rail,Phoenix,US,4,11:00am,11:00am
Southern Rail,Phoenix,US,5,10:00am,10:00am
Southern Rail,Phoenix,US,6,10:00am,10:00am
Southern Smokehouse,Detroit,US,0,11:00am,11:00am
Southern Smokehouse,Detroit,US,1,11:00am,11:00am
Southern Smokehouse,Detroit,US,2,11:00am,11:00am
Southern Smokehouse,Detroit,US,3,11:00am,11:00am
Southern Smokehouse,Detroit,US,4,11:00am,11:00am
Southern Smokehouse,Detroit,US,5,11:00am,11:00am
Southern Smokehouse,Detroit,US,6,11:00am,11:00am
Souvla,San Francisco,US,0,11:00am,11:00am
Souvla,San Francisco,US,1,11:00am,11:00am
Souvla,San Francisco,US,2,11:00am,11:00am
Souvla,San Francisco,US,3,11:00am,11:00am
Souvla,San Francisco,US,4,11:00am,11:00am
Souvla,San Francisco,US,5,11:00am,11:00am
Souvla,San Francisco,US,6,11:00am,11:00am
Souvla,San Francisco,US,0,11:00am,11:00am
Souvla,San Francisco,US,1,11:00am,11:00am
Souvla,San Francisco,US,2,11:00am,11:00am
Souvla,San Francisco,US,3,11:00am,11:00am
Souvla,San Francisco,US,4,11:00am,11:00am
Souvla,San Francisco,US,5,11:00am,11:00am
Souvla,San Francisco,US,6,11:00am,11:00am
Souvlaki's Greek Skewers,San Jose,US,0,11:00am,11:00am
Souvlaki's Greek Skewers,San Jose,US,1,11:00am,11:00am
Souvlaki's Greek Skewers,San Jose,US,2,11:00am,11:00am
Souvlaki's Greek Skewers,San Jose,US,3,11:00am,11:00am
Souvlaki's Greek Skewers,San Jose,US,4,11:00am,11:00am
Souvlaki's Greek Skewers,San Jose,US,5,11:00am,11:00am
Souvlaki's Greek Skewers,San Jose,US,6,11:00am,11:00am
Sozo Sushi & Lounge,Houston,US,0,11:00am,11:00am
Sozo Sushi & Lounge,Houston,US,1,11:00am,11:00am
Sozo Sushi & Lounge,Houston,US,2,11:00am,11:00am
Sozo Sushi & Lounge,Houston,US,3,11:00am,11:00am
Sozo Sushi & Lounge,Houston,US,4,11:00am,11:00am
Sozo Sushi & Lounge,Houston,US,5,0:00pm,0:00pm
Sozo Sushi & Lounge,Houston,US,6,0:00pm,0:00pm
SP2 Communal Bar + Restaurant,San Jose,US,0,3:00pm,3:00pm
SP2 Communal Bar + Restaurant,San Jose,US,1,11:30am,11:30am
SP2 Communal Bar + Restaurant,San Jose,US,2,11:30am,11:30am
SP2 Communal Bar + Restaurant,San Jose,US,3,11:30am,11:30am
SP2 Communal Bar + Restaurant,San Jose,US,4,11:30am,11:30am
SP2 Communal Bar + Restaurant,San Jose,US,5,11:00am,11:00am
SP2 Communal Bar + Restaurant,San Jose,US,6,11:00am,11:00am
Spaghetti House,London,GB,0,0:00pm,0:00pm
Spaghetti House,London,GB,1,0:00pm,0:00pm
Spaghetti House,London,GB,2,0:00pm,0:00pm
Spaghetti House,London,GB,3,0:00pm,0:00pm
Spaghetti House,London,GB,4,0:00pm,0:00pm
Spaghetti House,London,GB,5,0:00pm,0:00pm
Spaghetti House,London,GB,6,0:00pm,0:00pm
Spaghetti Incident,New York,US,0,5:30pm,5:30pm
Spaghetti Incident,New York,US,1,5:30pm,5:30pm
Spaghetti Incident,New York,US,2,5:30pm,5:30pm
Spaghetti Incident,New York,US,3,5:30pm,5:30pm
Spaghetti Incident,New York,US,4,5:30pm,5:30pm
Spaghetti Incident,New York,US,5,0:00pm,0:00pm
Spaghetti Incident,New York,US,6,0:00pm,0:00pm
Spaghetti Warehouse,Houston,US,0,11:00am,11:00am
Spaghetti Warehouse,Houston,US,1,11:00am,11:00am
Spaghetti Warehouse,Houston,US,2,11:00am,11:00am
Spaghetti Warehouse,Houston,US,3,11:00am,11:00am
Spaghetti Warehouse,Houston,US,4,11:00am,11:00am
Spaghetti Warehouse,Houston,US,5,11:00am,11:00am
Spaghetti Warehouse,Houston,US,6,11:00am,11:00am
Spanky's,Houston,US,0,11:00am,11:00am
Spanky's,Houston,US,1,11:00am,11:00am
Spanky's,Houston,US,2,11:00am,11:00am
Spanky's,Houston,US,3,11:00am,11:00am
Spanky's,Houston,US,4,11:00am,11:00am
Spanky's,Houston,US,5,11:00am,11:00am
Spanky's,Houston,US,6,11:00am,11:00am
Sparkle's Hamburger Spot,Houston,US,0,05:00am,05:00am
Sparkle's Hamburger Spot,Houston,US,1,05:00am,05:00am
Sparkle's Hamburger Spot,Houston,US,2,05:00am,05:00am
Sparkle's Hamburger Spot,Houston,US,3,05:00am,05:00am
Sparkle's Hamburger Spot,Houston,US,4,05:00am,05:00am
Sparkle's Hamburger Spot,Houston,US,5,07:00am,07:00am
Sparkle's Hamburger Spot,Houston,US,6,07:00am,07:00am
Sparrow & Finch Espresso,Brisbane,AU,0,06:30am,06:30am
Sparrow & Finch Espresso,Brisbane,AU,1,06:30am,06:30am
Sparrow & Finch Espresso,Brisbane,AU,2,06:30am,06:30am
Sparrow & Finch Espresso,Brisbane,AU,3,06:30am,06:30am
Sparrow & Finch Espresso,Brisbane,AU,4,06:30am,06:30am
Sparrow Indonesian Restaurant,Highgate,AU,0,11:30am,11:30am
Sparrow Indonesian Restaurant,Highgate,AU,0,5:30pm,5:30pm
Sparrow Indonesian Restaurant,Highgate,AU,1,11:30am,11:30am
Sparrow Indonesian Restaurant,Highgate,AU,1,5:30pm,5:30pm
Sparrow Indonesian Restaurant,Highgate,AU,2,11:30am,11:30am
Sparrow Indonesian Restaurant,Highgate,AU,2,5:30pm,5:30pm
Sparrow Indonesian Restaurant,Highgate,AU,3,11:30am,11:30am
Sparrow Indonesian Restaurant,Highgate,AU,3,5:30pm,5:30pm
Sparrow Indonesian Restaurant,Highgate,AU,4,11:30am,11:30am
Sparrow Indonesian Restaurant,Highgate,AU,4,5:30pm,5:30pm
Spartan Pita & Gyro,Phoenix,US,0,10:30am,10:30am
Spartan Pita & Gyro,Phoenix,US,1,10:30am,10:30am
Spartan Pita & Gyro,Phoenix,US,2,10:30am,10:30am
Spartan Pita & Gyro,Phoenix,US,3,10:30am,10:30am
Spartan Pita & Gyro,Phoenix,US,4,10:30am,10:30am
Spartan Pita & Gyro,Phoenix,US,5,10:30am,10:30am
Spartan Pita & Gyro,Phoenix,US,6,11:00am,11:00am
Speedy Burger,Houston,US,0,10:00am,10:00am
Speedy Burger,Houston,US,1,10:00am,10:00am
Speedy Burger,Houston,US,2,10:00am,10:00am
Speedy Burger,Houston,US,3,10:00am,10:00am
Speedy Burger,Houston,US,4,10:00am,10:00am
Speedy Burger,Houston,US,5,10:00am,10:00am
Sphere,Perth,AU,0,06:30am,06:30am
Sphere,Perth,AU,0,5:00pm,5:00pm
Sphere,Perth,AU,1,06:30am,06:30am
Sphere,Perth,AU,1,5:00pm,5:00pm
Sphere,Perth,AU,2,06:30am,06:30am
Sphere,Perth,AU,2,5:00pm,5:00pm
Sphere,Perth,AU,3,06:30am,06:30am
Sphere,Perth,AU,3,5:00pm,5:00pm
Sphere,Perth,AU,4,06:30am,06:30am
Sphere,Perth,AU,4,5:00pm,5:00pm
Sphere,Perth,AU,5,06:30am,06:30am
Sphere,Perth,AU,5,5:00pm,5:00pm
Sphere,Perth,AU,6,06:30am,06:30am
Sphere,Perth,AU,6,5:00pm,5:00pm
Spice Kitchen,Maspeth,US,0,11:00am,11:00am
Spice Kitchen,Maspeth,US,0,4:30pm,4:30pm
Spice Kitchen,Maspeth,US,1,11:00am,11:00am
Spice Kitchen,Maspeth,US,1,4:30pm,4:30pm
Spice Kitchen,Maspeth,US,2,11:00am,11:00am
Spice Kitchen,Maspeth,US,2,4:30pm,4:30pm
Spice Kitchen,Maspeth,US,3,11:00am,11:00am
Spice Kitchen,Maspeth,US,3,4:30pm,4:30pm
Spice Kitchen,Maspeth,US,4,11:00am,11:00am
Spice Kitchen,Maspeth,US,4,4:30pm,4:30pm
Spice Kitchen,Maspeth,US,5,11:00am,11:00am
Spice Kitchen,Maspeth,US,6,0:00pm,0:00pm
Spice Lounge,Liverpool,GB,0,0:00pm,0:00pm
Spice Lounge,Liverpool,GB,0,4:00pm,4:00pm
Spice Lounge,Liverpool,GB,1,0:00pm,0:00pm
Spice Lounge,Liverpool,GB,1,4:00pm,4:00pm
Spice Lounge,Liverpool,GB,2,0:00pm,0:00pm
Spice Lounge,Liverpool,GB,2,4:00pm,4:00pm
Spice Lounge,Liverpool,GB,3,0:00pm,0:00pm
Spice Lounge,Liverpool,GB,3,4:00pm,4:00pm
Spice Lounge,Liverpool,GB,4,0:00pm,0:00pm
Spice Lounge,Liverpool,GB,4,4:00pm,4:00pm
Spice Lounge,Liverpool,GB,5,0:00pm,0:00pm
Spice Lounge,Liverpool,GB,5,4:00pm,4:00pm
Spice Lounge,Liverpool,GB,6,0:00pm,0:00pm
Spice Lounge,Liverpool,GB,6,4:00pm,4:00pm
Spice Temple,Sydney,AU,0,0:00pm,0:00pm
Spice Temple,Sydney,AU,0,6:00pm,6:00pm
Spice Temple,Sydney,AU,1,0:00pm,0:00pm
Spice Temple,Sydney,AU,1,6:00pm,6:00pm
Spice Temple,Sydney,AU,2,0:00pm,0:00pm
Spice Temple,Sydney,AU,2,6:00pm,6:00pm
Spice Temple,Sydney,AU,3,0:00pm,0:00pm
Spice Temple,Sydney,AU,3,6:00pm,6:00pm
Spice Temple,Sydney,AU,4,0:00pm,0:00pm
Spice Temple,Sydney,AU,4,6:00pm,6:00pm
Spice Temple,Sydney,AU,5,6:00pm,6:00pm
Spices Cafe,Denver,US,3,09:00am,09:00am
Spices Cafe,Denver,US,4,09:00am,09:00am
Spices Cafe,Denver,US,5,08:00am,08:00am
Spicy Fish,Melbourne,AU,0,11:30am,11:30am
Spicy Fish,Melbourne,AU,1,11:30am,11:30am
Spicy Fish,Melbourne,AU,2,11:30am,11:30am
Spicy Fish,Melbourne,AU,3,11:30am,11:30am
Spicy Fish,Melbourne,AU,4,11:00am,11:00am
Spicy Fish,Melbourne,AU,5,11:00am,11:00am
Spicy Fish,Melbourne,AU,6,11:30am,11:30am
Spicy Village,New York,US,0,10:00am,10:00am
Spicy Village,New York,US,1,10:00am,10:00am
Spicy Village,New York,US,2,10:00am,10:00am
Spicy Village,New York,US,3,10:00am,10:00am
Spicy Village,New York,US,4,10:00am,10:00am
Spicy Village,New York,US,5,10:00am,10:00am
Spiga Bar,Melbourne,AU,0,07:00am,07:00am
Spiga Bar,Melbourne,AU,1,07:00am,07:00am
Spiga Bar,Melbourne,AU,2,07:00am,07:00am
Spiga Bar,Melbourne,AU,3,07:00am,07:00am
Spiga Bar,Melbourne,AU,4,07:00am,07:00am
Spiga Bar,Melbourne,AU,5,08:00am,08:00am
Spiga Bar,Melbourne,AU,6,09:00am,09:00am
Spire Restaurant,Liverpool,GB,0,6:00pm,6:00pm
Spire Restaurant,Liverpool,GB,1,0:00pm,0:00pm
Spire Restaurant,Liverpool,GB,2,0:00pm,0:00pm
Spire Restaurant,Liverpool,GB,3,0:00pm,0:00pm
Spire Restaurant,Liverpool,GB,4,0:00pm,0:00pm
Spire Restaurant,Liverpool,GB,5,6:30pm,6:30pm
Spoke & Wheel,Phoenix,US,0,11:00am,11:00am
Spoke & Wheel,Phoenix,US,1,11:00am,11:00am
Spoke & Wheel,Phoenix,US,2,11:00am,11:00am
